"ID Luminaria","Sin Luz","Tipo Luminaria","Dirección","Barrio","Estado de la base","Medidor","Latitud","Longitud"
"Led_Avenida9deJulio3917","","LED 150W","Avenida 9 de Julio 3917","San Clemente","Base deteriorada","","-30.762955","-57.993355"
"Led_Avenida9deJulio1002","","LED 150W","Avenida 9 de Julio 1002","San Clemente","Sin base","","-30.762678","-57.993044"
"Led_Avenida9deJulio1003","True","LED 150W","Avenida 9 de Julio 1003","San Clemente","Sin base","","-30.7623","-57.992588"
"Led_Avenida9deJulio3783","","LED 150W","Avenida 9 de Julio 3783","San Clemente","Sin base","","-30.762106","-57.992352"
"Led_Avenida9deJulio3715","","LED 150W","Avenida 9 de Julio 3715","San Clemente","Con base en buenas condiciones","","-30.761793","-57.991977"
"Led_Avenida9deJulio3685","","LED 150W","Avenida 9 de Julio 3685","San Clemente","Con base en buenas condiciones","","-30.761549","-57.991703"
"Led_Avenida9deJulio3611","","LED 150W","Avenida 9 de Julio 3611","San Clemente","Base deteriorada","","-30.761194","-57.991269"
"Led_Avenida9deJulio3573","","LED 150W","Avenida 9 de Julio 3573","San Clemente","Con base en buenas condiciones","","-30.760931","-57.990893"
"Led_Antartida1693","","LED 150W","Antartida 1693","San Clemente","Con base en buenas condiciones","","-30.760636","-57.990539"
"Led_Avenida9deJulio3483","","LED 150W","Avenida 9 de Julio 3483","San Clemente","Con base en buenas condiciones","","-30.76035","-57.990276"
"Led_AvenidaSiburu1549","","LED 150W","Avenida Siburu 1549","San Clemente","Con base en buenas condiciones","","-30.760189","-57.988088"
"Led_AvenidaSiburu1453","","LED 150W","Avenida Siburu 1453","San Clemente","Con base en buenas condiciones","","-30.760834","-57.98739"
"Led_Avenida9deJulio3409","","LED 150W","Avenida 9 de Julio 3409","San Clemente","Con base en buenas condiciones","","-30.759977","-57.989863"
"Led_Avenida9deJulio3381","","LED 150W","Avenida 9 de Julio 3381","San Clemente","Base deteriorada","","-30.759709","-57.989579"
"Led_Avenida9deJulio3317","","LED 150W","Avenida 9 de Julio 3317","San Clemente","Con base en buenas condiciones","","-30.759373","-57.989182"
"Led_AvenidaSiburu1689","","LED 150W","Avenida Siburu 1689","San Clemente","Con base en buenas condiciones","","-30.759391","-57.98901"
"Led_AvenidaSiburu1655","","LED 150W","Avenida Siburu 1655","San Clemente","Con base en buenas condiciones","","-30.759594","-57.988806"
"Led_AvenidaSiburu1617","","LED 150W","Avenida Siburu 1617","San Clemente","Con base en buenas condiciones","","-30.759811","-57.98856"
"Led_AvenidaSiburu1587","","LED 150W","Avenida Siburu 1587","San Clemente","Base deteriorada","","-30.760004","-57.988318"
"Led_AvenidaSiburu1517","","LED 150W","Avenida Siburu 1517","San Clemente","Con base en buenas condiciones","","-30.76035","-57.987894"
"Led_AvenidaSiburu1495","","LED 150W","Avenida Siburu 1495","San Clemente","Con base en buenas condiciones","","-30.760585","-57.987648"
"Led_AvenidaSiburu1391","","LED 150W","Avenida Siburu 1391","San Clemente","Con base en buenas condiciones","","-30.761277","-57.986897"
"Led_AvenidaSiburu1349","","LED 150W","Avenida Siburu 1349","San Clemente","Sin base","","-30.761503","-57.986634"
"Led_AvenidaSiburu1287","","LED 150W","Avenida Siburu 1287","San Clemente","Con base en buenas condiciones","","-30.762","-57.986054"
"Led_AvenidaSiburu1247","","LED 150W","Avenida Siburu 1247","San Clemente","Base deteriorada","","-30.762222","-57.985786"
"Led_AvenidaSiburu1187","","LED 150W","Avenida Siburu 1187","San Clemente","Con base en buenas condiciones","","-30.76265","-57.985303"
"Led_AvenidaSiburu1147","","LED 150W","Avenida Siburu 1147","San Clemente","Sin base","","-30.762867","-57.985035"
"Led_AvenidaSiburu1017","","LED 150W","Avenida Siburu 1017","San Clemente","Base deteriorada","","-30.763701","-57.984086"
"Led_AvenidaHipolitoYrigoyen3318","","LED 150W","Avenida Hipolito Yrigoyen 3318","San Clemente","Con base en buenas condiciones","","-30.763853","-57.984096"
"Led_AvenidaHipolitoYrigoyen3392","","LED 150W","Avenida Hipolito Yrigoyen 3392","San Clemente","Sin base","","-30.764213","-57.984531"
"Led_AvenidaHipolitoYrigoyen3452","","LED 150W","Avenida Hipolito Yrigoyen 3452","San Clemente","Con base en buenas condiciones","","-30.764568","-57.985003"
"Led_AvenidaHipolitoYrigoyen3494","","LED 150W","Avenida Hipolito Yrigoyen 3494","San Clemente","Con base en buenas condiciones","","-30.764748","-57.985239"
"Led_AvenidaHipolitoYrigoyen3554","","LED 150W","Avenida Hipolito Yrigoyen 3554","San Clemente","Con base en buenas condiciones","","-30.765176","-57.9857"
