"ID Luminaria","Sin Luz","Tipo Luminaria","Dirección","Barrio","Estado de la base","Medidor","Latitud","Longitud"
"Led_RoqueSaenzPena3978","","","","San Clemente","","","-30.767066","-57.989364"
"Led_RoqueSaenzPena3682","","","","San Clemente","","","-30.765287","-57.987326"
"Led_JuanBautistaAlberdi3986","","","","San Clemente","","","-30.766412","-57.990126"
"Led_JuanBautistaAlberdi3584","","","","San Clemente","","","-30.764015","-57.987374"
"Led_JuanBautistaAlberdi3482","","","","San Clemente","","","-30.763475","-57.986666"
"Led_AvenidaSiburu1303","","","","San Clemente","","","-30.761761","-57.986333"
"Led_AvenidaSiburu1117","","","","San Clemente","","","-30.763061","-57.984853"
"Led_AvenidaSiburu1055","","","","San Clemente","","","-30.763508","-57.984349"
"Led_AvenidaHipolitoYrigoyen3516","","","","San Clemente","","","-30.765001","-57.985486"
"Led_AvenidaHipolitoYrigoyen3598","","","","San Clemente","","","-30.765365","-57.985936"
"Led_AvenidaHipolitoYrigoyen3652","","","","San Clemente","","","-30.765776","-57.986398"
"Led_AvenidaHipolitoYrigoyen3902","","","","San Clemente","","","-30.767301","-57.9882"
"Led_AvenidaHipolitoYrigoyen3994","","","","San Clemente","","","-30.767753","-57.988715"
"Led_AvenidaAlem1176","","","","San Clemente","","","-30.766799","-57.989944"
"Led_AvenidaAlem1476","","","","San Clemente","","","-30.764789","-57.992234"
"Led_Mendoza1088","","","","San Clemente","","","-30.766725","-57.988522"
"Led_Mendoza1180","","","","San Clemente","","","-30.766126","-57.989225"
"Led_Mendoza1378","","","","San Clemente","","","-30.764794","-57.99077"
"Led_Mendoza1580","","","","San Clemente","","","-30.763522","-57.992234"
"Led_Chaco1182","","","","San Clemente","","","-30.76549","-57.988533"
"Led_Chaco1668","","","","San Clemente","","","-30.7623","-57.992261"
"Led_SantaFe1282","","","","San Clemente","","","-30.764305","-57.988662"
"Led_SanLuis1178","","","","San Clemente","","","-30.764365","-57.987192"
"Led_SanLuis1578","","","","San Clemente","","","-30.761742","-57.990206"
"Led_Antartida1176","","","","San Clemente","","","-30.763775","-57.986505"
"Led_Antartida1376","","","","San Clemente","","","-30.762401","-57.988039"
"Led_Antartida1668","","","","San Clemente","","","-30.760544","-57.99018"
"Led_Cordoba1280","","","","San Clemente","","","-30.762526","-57.986575"
"Led_Cordoba1570","","","","San Clemente","","","-30.760576","-57.988801"
"Led_RoqueSaenzPena3809","","","","San Clemente","","","-30.766264","-57.988066"
"Led_RoqueSaenzPena3515","","","","San Clemente","","","-30.764545","-57.986087"
"Led_RoqueSaenzPena3417","","","","San Clemente","","","-30.763927","-57.9854"
"Led_AvenidaSiburu1167","","","","San Clemente","","","-30.763342","-57.984767"
"Led_JuanBautistaAlberdi3817","","","","San Clemente","","","-30.765647","-57.988865"
"Led_JuanBautistaAlberdi3717","","","","San Clemente","","","-30.76508","-57.988222"
"Led_JuanBautistaAlberdi3323","","","","San Clemente","","","-30.762719","-57.985497"
"Led_EntreRios3711","","","","San Clemente","","","-30.764439","-57.988994"
"Led_EntreRios3423","","","","San Clemente","","","-30.762641","-57.986934"
"Led_3deFebrero3819","","","","San Clemente","","","-30.764319","-57.990448"
"Led_3deFebrero3519","","","","San Clemente","","","-30.762554","-57.988393"
"Led_Rivadavia3919","","","","San Clemente","","","-30.764301","-57.99188"
"Led_EntreRios3882","","","","San Clemente","","","-30.765121","-57.990185"
"Led_EntreRios3586","","","","San Clemente","","","-30.763379","-57.988136"
"Led_Mendoza1196","","","","San Clemente","","","-30.76508","-57.991666"
"Led_3deFebrero3686","","","","San Clemente","","","-30.763277","-57.989649"
"Led_3deFebrero3384","","","","San Clemente","","","-30.76147","-57.987573"
"Led_Avenida9deJulio3999","","","","San Clemente","","","-30.763328","-57.993817"
"Led_Avenida9deJulio3917","","","","San Clemente","","","-30.762955","-57.993355"
"Led_Avenida9deJulio1002","","","","San Clemente","","","-30.762678","-57.993044"
"Led_Avenida9deJulio1003","","","","San Clemente","","","-30.7623","-57.992588"
"Led_Avenida9deJulio3783","","","","San Clemente","","","-30.762106","-57.992352"
"Led_Avenida9deJulio3715","","","","San Clemente","","","-30.761793","-57.991977"
"Led_Avenida9deJulio3685","","","","San Clemente","","","-30.761549","-57.991703"
"Led_Avenida9deJulio3611","","","","San Clemente","","","-30.761194","-57.991269"
"Led_Avenida9deJulio3573","","","","San Clemente","","","-30.760931","-57.990893"
"Led_Antartida1693","","","","San Clemente","","","-30.760636","-57.990539"
"Led_Avenida9deJulio3483","","","","San Clemente","","","-30.76035","-57.990276"
"Led_AvenidaSiburu1549","","","","San Clemente","","","-30.760189","-57.988088"
"Led_AvenidaSiburu1453","","","","San Clemente","","","-30.760834","-57.98739"
"Led_Avenida9deJulio3409","","","","San Clemente","","","-30.759977","-57.989863"
"Led_Avenida9deJulio3381","","","","San Clemente","","","-30.759709","-57.989579"
"Led_Avenida9deJulio3317","","","","San Clemente","","","-30.759373","-57.989182"
"Led_AvenidaSiburu1689","","","","San Clemente","","","-30.759391","-57.98901"
"Led_AvenidaSiburu1655","","","","San Clemente","","","-30.759594","-57.988806"
"Led_AvenidaSiburu1617","","","","San Clemente","","","-30.759811","-57.98856"
"Led_AvenidaSiburu1587","","","","San Clemente","","","-30.760004","-57.988318"
"Led_AvenidaSiburu1517","","","","San Clemente","","","-30.76035","-57.987894"
"Led_AvenidaSiburu1495","","","","San Clemente","","","-30.760585","-57.987648"
"Led_AvenidaSiburu1391","","","","San Clemente","","","-30.761277","-57.986897"
"Led_AvenidaSiburu1349","","","","San Clemente","","","-30.761503","-57.986634"
"Led_AvenidaSiburu1287","","","","San Clemente","","","-30.762","-57.986054"
"Led_AvenidaSiburu1247","","","","San Clemente","","","-30.762222","-57.985786"
"Led_AvenidaSiburu1187","","","","San Clemente","","","-30.76265","-57.985303"
"Led_AvenidaSiburu1147","","","","San Clemente","","","-30.762867","-57.985035"
"Led_AvenidaSiburu1017","","","","San Clemente","","","-30.763701","-57.984086"
"Led_AvenidaHipolitoYrigoyen3318","","","","San Clemente","","","-30.763853","-57.984096"
"Led_AvenidaHipolitoYrigoyen3392","","","","San Clemente","","","-30.764213","-57.984531"
"Led_AvenidaHipolitoYrigoyen3452","","","","San Clemente","","","-30.764568","-57.985003"
"Led_AvenidaHipolitoYrigoyen3494","","","","San Clemente","","","-30.764748","-57.985239"
"Led_AvenidaHipolitoYrigoyen3554","","","","San Clemente","","","-30.765176","-57.9857"
"Led_AvenidaHipolitoYrigoyen3614","","","","San Clemente","","","-30.7656","-57.986194"
"Led_AvenidaHipolitoYrigoyen3692","","","","San Clemente","","","-30.765951","-57.986623"
"Led_AvenidaHipolitoYrigoyen3708","","","","San Clemente","","","-30.766158","-57.986838"
"Led_AvenidaHipolitoYrigoyen3784","","","","San Clemente","","","-30.766499","-57.987256"
"Led_AvenidaHipolitoYrigoyen3852","","","","San Clemente","","","-30.766914","-57.987717"
"Led_AvenidaHipolitoYrigoyen3890","","","","San Clemente","","","-30.76708","-57.987937"
"Led_AvenidaHipolitoYrigoyen3954","","","","San Clemente","","","-30.767555","-57.98849"
"Led_AvenidaAlem1034","","","","San Clemente","","","-30.767665","-57.98894"
"Led_AvenidaAlem1086","","","","San Clemente","","","-30.767389","-57.989278"
"Led_AvenidaAlem1124","","","","San Clemente","","","-30.767099","-57.989611"
"Led_AvenidaAlem1226","","","","San Clemente","","","-30.766435","-57.990362"
"Led_AvenidaAlem1280","","","","San Clemente","","","-30.766135","-57.990711"
"Led_AvenidaAlem1380","","","","San Clemente","","","-30.76543","-57.991494"
"Led_Mendoza1064","","","","San Clemente","","","-30.765075","-57.991896"
"Led_AvenidaAlem1522","","","","San Clemente","","","-30.764439","-57.992631"
"Led_AvenidaAlem1582","","","","San Clemente","","","-30.764139","-57.99298"
"Led_AvenidaAlem1668","","","","San Clemente","","","-30.763545","-57.993667"
"Led_Mendoza1031","","","","San Clemente","","","-30.767158","-57.988281"
"Led_Mendoza1125","","","","San Clemente","","","-30.766578","-57.988994"
"Led_Mendoza1223","","","","San Clemente","","","-30.765942","-57.989729"
"Led_Mendoza1288","","","","San Clemente","","","-30.765453","-57.990029"
"Led_Mendoza1319","","","","San Clemente","","","-30.765264","-57.990539"
"Led_Mendoza1480","","","","San Clemente","","","-30.764135","-57.991537"
"Led_Mendoza1517","","","","San Clemente","","","-30.763992","-57.99203"
"Led_Mendoza1615","","","","San Clemente","","","-30.763333","-57.992792"
"Led_Mendoza1670","","","","San Clemente","","","-30.762913","-57.992926"
"Led_Chaco1082","","","","San Clemente","","","-30.766149","-57.987782"
"Led_Chaco1121","","","","San Clemente","","","-30.765974","-57.988286"
"Led_Chaco1221","","","","San Clemente","","","-30.765319","-57.989037"
"Led_Chaco1278","","","","San Clemente","","","-30.764891","-57.989289"
"Led_Chaco1380","","","","San Clemente","","","-30.764167","-57.990126"
"Led_Chaco1423","","","","San Clemente","","","-30.763983","-57.990652"
"Led_Chaco1476","","","","San Clemente","","","-30.763554","-57.990829"
"Led_Chaco1572","","","","San Clemente","","","-30.762936","-57.991505"
"Led_Avenida9deJulio3855","","","","San Clemente","","","-30.762692","-57.992095"
"Led_SantaFe1033","","","","San Clemente","","","-30.766011","-57.986945"
"Led_SantaFe1086","","","","San Clemente","","","-30.765596","-57.98717"
"Led_SantaFe1182","","","","San Clemente","","","-30.764969","-57.987911"
"Led_SantaFe1223","","","","San Clemente","","","-30.764775","-57.988409"
"Led_SantaFe1319","","","","San Clemente","","","-30.764135","-57.989166"
"Led_SantaFe1382","","","","San Clemente","","","-30.763581","-57.989461"
"Led_SantaFe1480","","","","San Clemente","","","-30.76295","-57.990206"
"Led_SantaFe1580","","","","San Clemente","","","-30.762342","-57.990888"
"Led_SantaFe1613","","","","San Clemente","","","-30.762166","-57.991462"
"Led_SantaFe1668","","","","San Clemente","","","-30.761751","-57.991596"
"Led_SanLuis1082","","","","San Clemente","","","-30.764997","-57.986441"
"Led_SanLuis1119","","","","San Clemente","","","-30.764821","-57.986945"
"Led_SanLuis1227","","","","San Clemente","","","-30.76413","-57.987739"
"Led_SanLuis1276","","","","San Clemente","","","-30.763706","-57.987921"
"Led_SanLuis1374","","","","San Clemente","","","-30.763024","-57.988721"
"Led_SanLuis1476","","","","San Clemente","","","-30.762365","-57.989488"
"Led_SanLuis1611","","","","San Clemente","","","-30.761558","-57.990738"
"Led_SanLuis1666","","","","San Clemente","","","-30.761143","-57.990877"
"Led_Antartida1082","","","","San Clemente","","","-30.764407","-57.985749"
"Led_Antartida1119","","","","San Clemente","","","-30.764236","-57.986264"
"Led_Antartida1215","","","","San Clemente","","","-30.763595","-57.987009"
"Led_Antartida1280","","","","San Clemente","","","-30.763121","-57.987261"
"Led_Antartida1321","","","","San Clemente","","","-30.762913","-57.987798"
"Led_Antartida1423","","","","San Clemente","","","-30.762212","-57.988592"
"Led_Antartida1480","","","","San Clemente","","","-30.761733","-57.988839"
"Led_Antartida1576","","","","San Clemente","","","-30.761157","-57.989482"
"Led_Antartida1615","","","","San Clemente","","","-30.760968","-57.990051"
"Led_Cordoba1031","","","","San Clemente","","","-30.764208","-57.984853"
"Led_Cordoba1082","","","","San Clemente","","","-30.763821","-57.985073"
"Led_Cordoba1178","","","","San Clemente","","","-30.76319","-57.985824"
"Led_Cordoba1221","","","","San Clemente","","","-30.762964","-57.986312"
"Led_Cordoba1311","","","","San Clemente","","","-30.762314","-57.987084"
"Led_Cordoba1378","","","","San Clemente","","","-30.761802","-57.987358"
"Led_Cordoba1482","","","","San Clemente","","","-30.761134","-57.988147"
"Led_Cordoba1525","","","","San Clemente","","","-30.760931","-57.988624"
"Led_Cordoba1613","","","","San Clemente","","","-30.760378","-57.989337"
"Led_Cordoba1676","","","","San Clemente","","","-30.759921","-57.989525"
"Led_RoqueSaenzPena3905","","","","San Clemente","","","-30.766882","-57.988796"
"Led_RoqueSaenzPena3890","","","","San Clemente","","","-30.766462","-57.988645"
"Led_RoqueSaenzPena3784","","","","San Clemente","","","-30.765868","-57.987986"
"Led_RoqueSaenzPena3709","","","","San Clemente","","","-30.765702","-57.987444"
"Led_RoqueSaenzPena3601","","","","San Clemente","","","-30.76508","-57.986736"
"Led_RoqueSaenzPena3584","","","","San Clemente","","","-30.764683","-57.986618"
"Led_RoqueSaenzPena3488","","","","San Clemente","","","-30.764098","-57.985942"
"Led_RoqueSaenzPena3384","","","","San Clemente","","","-30.763475","-57.985228"
"Led_JuanBautistaAlberdi3915","","","","San Clemente","","","-30.766255","-57.989568"
"Led_JuanBautistaAlberdi3890","","","","San Clemente","","","-30.765794","-57.989418"
"Led_JuanBautistaAlberdi3784","","","","San Clemente","","","-30.765218","-57.988731"
"Led_JuanBautistaAlberdi3684","","","","San Clemente","","","-30.764656","-57.988071"
"Led_JuanBautistaAlberdi3611","","","","San Clemente","","","-30.764471","-57.987535"
"Led_JuanBautistaAlberdi3519","","","","San Clemente","","","-30.763927","-57.986838"
"Led_JuanBautistaAlberdi3413","","","","San Clemente","","","-30.763273","-57.986146"
"Led_JuanBautistaAlberdi3386","","","","San Clemente","","","-30.76283","-57.986006"
"Led_EntreRios3982","","","","San Clemente","","","-30.765725","-57.990882"
"Led_EntreRios3919","","","","San Clemente","","","-30.76561","-57.990362"
"Led_EntreRios3817","","","","San Clemente","","","-30.765029","-57.989659"
"Led_EntreRios3776","","","","San Clemente","","","-30.764545","-57.989493"
"Led_EntreRios3684","","","","San Clemente","","","-30.763987","-57.988844"
"Led_EntreRios3613","","","","San Clemente","","","-30.763821","-57.988307"
"Led_EntreRios3519","","","","San Clemente","","","-30.763259","-57.987605"
"Led_EntreRios3488","","","","San Clemente","","","-30.762775","-57.98746"
"Led_EntreRios3386","","","","San Clemente","","","-30.762157","-57.98672"
"Led_EntreRios3327","","","","San Clemente","","","-30.762065","-57.986237"
"Led_3deFebrero3921","","","","San Clemente","","","-30.764927","-57.991167"
"Led_3deFebrero3890","","","","San Clemente","","","-30.764457","-57.99099"
"Led_3deFebrero3784","","","","San Clemente","","","-30.763858","-57.990324"
"Led_3deFebrero3713","","","","San Clemente","","","-30.763743","-57.989772"
"Led_3deFebrero3619","","","","San Clemente","","","-30.763125","-57.989128"
"Led_3deFebrero3584","","","","San Clemente","","","-30.762637","-57.98894"
"Led_3deFebrero3486","","","","San Clemente","","","-30.762074","-57.988275"
"Led_3deFebrero3419","","","","San Clemente","","","-30.76194","-57.987728"
"Led_3deFebrero3317","","","","San Clemente","","","-30.761332","-57.987063"
"Led_Rivadavia3984","","","","San Clemente","","","-30.76442","-57.992433"
"Led_Rivadavia3884","","","","San Clemente","","","-30.763803","-57.991687"
"Led_Rivadavia3823","","","","San Clemente","","","-30.763729","-57.991177"
"Led_Rivadavia3776","","","","San Clemente","","","-30.763213","-57.991"
"Led_Rivadavia3719","","","","San Clemente","","","-30.76313","-57.990528"
"Led_Rivadavia3680","","","","San Clemente","","","-30.762595","-57.990362"
"Led_Rivadavia3623","","","","San Clemente","","","-30.762498","-57.989874"
"Led_Rivadavia3578","","","","San Clemente","","","-30.761968","-57.989659"
"Led_Rivadavia3521","","","","San Clemente","","","-30.761917","-57.98916"
"Led_Rivadavia3486","","","","San Clemente","","","-30.761392","-57.988994"
"Led_Rivadavia3425","","","","San Clemente","","","-30.761267","-57.988501"
"Led_Rivadavia3384","","","","San Clemente","","","-30.760806","-57.988324"
"Led_Rivadavia3325","","","","San Clemente","","","-30.760668","-57.987825"
"Led_PabloStampa3980","","","","San Clemente","","","-30.763794","-57.99313"
"Led_PabloStampa3919","","","","San Clemente","","","-30.763683","-57.992626"
"Led_PabloStampa3880","","","","San Clemente","","","-30.763148","-57.992417"
"Led_PabloStampa3813","","","","San Clemente","","","-30.763028","-57.991896"
"Led_PabloStampa3780","","","","San Clemente","","","-30.762577","-57.991778"
"Led_PabloStampa3715","","","","San Clemente","","","-30.762466","-57.991236"
"Led_PabloStampa3678","","","","San Clemente","","","-30.762","-57.991108"
"Led_PabloStampa3623","","","","San Clemente","","","-30.761885","-57.990582"
"Led_PabloStampa3578","","","","San Clemente","","","-30.761392","-57.99041"
"Led_PabloStampa3515","","","","San Clemente","","","-30.761286","-57.989852"
"Led_PabloStampa3488","","","","San Clemente","","","-30.760834","-57.989691"
"Led_PabloStampa3415","","","","San Clemente","","","-30.760668","-57.989118"
"Led_PabloStampa3386","","","","San Clemente","","","-30.760263","-57.988983"
"Led_PabloStampa3323","","","","San Clemente","","","-30.760078","-57.98849"
